EXAMPLE_ID,FAMILY,CUT,TRUTH,naive_top1,naive_correct,trigram_top1,trigram_correct,raw_lstm_top1,raw_lstm_correct,gpt_top1,gpt_correct,dual_ensemble_top1,dual_ensemble_correct,ensemble3_top1,ensemble3_correct,ensemble_plain_top1,ensemble_plain_correct,trigram_top5,raw_lstm_top5,dual_ensemble_top5,ensemble3_top5,ensemble_plain_top5
val_0059_f60,igbt,60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,0,SPIN COAT PHOTORESIST,1,SPIN COAT PHOTORESIST,1,SPIN COAT PHOTORESIST,1,SPIN COAT PHOTORESIST,1,SPIN COAT PHOTORESIST,1,SPIN COAT PHOTORESIST,1,SPIN COAT PHOTORESIST|DEVELOP PHOTORESIST|SOFT BAKE|STRIP RESIST|STRIP PHOTORESIST,SPIN COAT PHOTORESIST|MEASURE POLY THICKNESS|MEASURE METAL THICKNESS|MEASURE FILM THICKNESS|MEASURE PLANARITY,SPIN COAT PHOTORESIST|MEASURE PLANARITY|MEASURE SURFACE PLANARITY|MEASURE POLY THICKNESS|SOFT BAKE,SPIN COAT PHOTORESIST|MEASURE METAL THICKNESS|MEASURE POLY THICKNESS|MEASURE DIELECTRIC THICKNESS|SOFT BAKE,SPIN COAT PHOTORESIST|MEASURE METAL THICKNESS|MEASURE POLY THICKNESS|MEASURE PLANARITY|SOFT BAKE
val_0059_f80,igbt,80,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,0,MEASURE PASSIVATION QUALITY,1,MEASURE PASSIVATION QUALITY,1,MEASURE PASSIVATION QUALITY,1,MEASURE PASSIVATION QUALITY,1,MEASURE PASSIVATION QUALITY,1,MEASURE PASSIVATION QUALITY,1,MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|OPEN PAD WINDOW|OPEN BOND PAD WINDOW|DEPOSIT PASSIVATION,MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|OPEN PAD WINDOW|OPEN BOND PAD WINDOW|CURE PASSIVATION,MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|OPEN PAD WINDOW|CURE PASSIVATION|IMPLANT DRAIN / CATHODE REGION,MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|OPEN PAD WINDOW|CURE PASSIVATION|DEPOSIT PASSIVATION
val_0060_f60,mosfet,60,MEASURE VIA CD,DEVELOP PHOTORESIST,0,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD,1,MEASURE VIA CD|DEPOSIT BARRIER METAL|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,MEASURE VIA CD|DEPOSIT BARRIER METAL|MEASURE LINE WIDTH|DEPOSIT METAL SEED|MEASURE SURFACE UNIFORMITY,MEASURE VIA CD|DEPOSIT BARRIER METAL|CLEAN AFTER VIA ETCH|DEPOSIT METAL SEED|IMPLANT SOURCE REGION,MEASURE VIA CD|DEPOSIT BARRIER METAL|CLEAN AFTER VIA ETCH|SOFT BAKE|MEASURE OPENING CD,MEASURE VIA CD|DEPOSIT BARRIER METAL|CLEAN AFTER VIA ETCH|DEPOSIT METAL SEED|IMPLANT SOURCE REGION
val_0060_f80,mosfet,80,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,0,DEVELOP PAD WINDOW,1,DEVELOP PHOTORESIST,0,DEVELOP PHOTORESIST,0,DEVELOP PAD WINDOW,1,DEVELOP PHOTORESIST,0,DEVELOP PHOTORESIST,0,DEVELOP PAD WINDOW|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,DEVELOP PHOTORESIST|DEVELOP PAD WINDOW|PAD WINDOW LITHO|OPEN PAD WINDOW LITHO|POST EXPOSE BAKE,DEVELOP PAD WINDOW|DEVELOP PHOTORESIST|PAD WINDOW LITHO|OPEN PAD WINDOW LITHO|PASSIVATION ETCH,DEVELOP PHOTORESIST|DEVELOP PAD WINDOW|POST EXPOSE BAKE|RAPID THERMAL ANNEAL|BACKSIDE ANNEAL,DEVELOP PHOTORESIST|DEVELOP PAD WINDOW|POST EXPOSE BAKE|PAD WINDOW LITHO|PASSIVATION ETCH
val_0061_f60,ic,60,VIA ETCH THROUGH DIELECTRIC,DEVELOP PHOTORESIST,0,VIA ETCH,0,VIA ETCH,0,VIA ETCH,0,VIA ETCH,0,VIA ETCH THROUGH DIELECTRIC,1,VIA ETCH THROUGH DIELECTRIC,1,VIA ETCH|VIA ETCH THROUGH DIELECTRIC|DIELECTRIC ETCH VIA|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST,VIA ETCH|DIELECTRIC ETCH VIA|VIA ETCH THROUGH DIELECTRIC|HARD BAKE|FIELD OXIDE ETCH,VIA ETCH|DIELECTRIC ETCH VIA|VIA ETCH THROUGH DIELECTRIC|HARD BAKE|STRIP RESIST,VIA ETCH THROUGH DIELECTRIC|HARD BAKE|FIELD OXIDE ETCH|POLYSILICON ETCH DRY|CLEAN AFTER VIA ETCH,VIA ETCH THROUGH DIELECTRIC|HARD BAKE|FIELD OXIDE ETCH|STRIP RESIST|METAL ETCH DRY
val_0061_f80,ic,80,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,0,MEASURE PASSIVATION THICKNESS,0,MEASURE PASSIVATION THICKNESS,0,MEASURE PASSIVATION QUALITY,1,MEASURE PASSIVATION THICKNESS,0,MEASURE PASSIVATION QUALITY,1,MEASURE PASSIVATION QUALITY,1,MEASURE PASSIVATION THICKNESS|MEASURE PASSIVATION QUALITY|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,MEASURE PASSIVATION THICKNESS|MEASURE PASSIVATION QUALITY|OPEN BOND PAD WINDOW|OPEN PAD WINDOW|DEPOSIT PASSIVATION,MEASURE PASSIVATION THICKNESS|MEASURE PASSIVATION QUALITY|OPEN BOND PAD WINDOW|OPEN PAD WINDOW|CURE PASSIVATION,MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|OPEN PAD WINDOW|IMPLANT DRAIN / CATHODE REGION|CURE PASSIVATION,MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|OPEN PAD WINDOW|CURE PASSIVATION|DEPOSIT PASSIVATION
val_0062_f60,ic,60,CLEAN AFTER VIA ETCH,DEVELOP PHOTORESIST,0,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,CLEAN AFTER VIA ETCH|DEPOSIT BARRIER METAL|STRIP RESIST|MEASURE VIA CD|CLEAN AFTER POLY ETCH,CLEAN AFTER VIA ETCH|MEASURE VIA CD|STRIP RESIST|STRIP PHOTORESIST|CLEAN AFTER FIELD ETCH,CLEAN AFTER VIA ETCH|MEASURE VIA CD|CLEAN AFTER ETCH|CLEAN PAD OPENING|CLEAN AFTER POLY ETCH,CLEAN AFTER VIA ETCH|MEASURE VIA CD|CLEAN AFTER FIELD ETCH|STRIP RESIST|VIA ETCH
val_0062_f80,ic,80,OPEN PAD WINDOW,DEVELOP PHOTORESIST,0,OPEN BOND PAD WINDOW,0,OPEN BOND PAD WINDOW,0,OPEN BOND PAD WINDOW,0,OPEN BOND PAD WINDOW,0,OPEN BOND PAD WINDOW,0,OPEN BOND PAD WINDOW,0,OPEN BOND PAD WINDOW|OPEN PAD WINDOW|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,OPEN BOND PAD WINDOW|OPEN PAD WINDOW|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW|OPEN PAD WINDOW|OPEN PAD WINDOW LITHO|PAD WINDOW LITHO|MEASURE PASSIVATION QUALITY,OPEN BOND PAD WINDOW|PAD WINDOW LITHO|MEASURE PASSIVATION THICKNESS|MEASURE PASSIVATION QUALITY|DEVELOP PAD WINDOW,OPEN BOND PAD WINDOW|MEASURE PASSIVATION THICKNESS|MEASURE PASSIVATION QUALITY|PAD WINDOW LITHO|DEVELOP PAD WINDOW
val_0063_f60,mosfet,60,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,0,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,DEPOSIT BARRIER METAL|MEASURE VIA CD|IMPLANT SOURCE REGION|DEPOSIT METAL SEED|DEPOSIT PASSIVATION LAYER,DEPOSIT BARRIER METAL|MEASURE VIA CD|DEPOSIT METAL SEED|IMPLANT SOURCE REGION|IMPLANT WELL,DEPOSIT BARRIER METAL|MEASURE VIA CD|DEPOSIT METAL SEED|METAL ETCH|SHIP LOT,DEPOSIT BARRIER METAL|MEASURE VIA CD|DEPOSIT METAL SEED|DEPOSIT TUNGSTEN SEED|STRIP RESIST
val_0063_f80,mosfet,80,PASSIVATION ETCH PAD OPENING,DEVELOP PHOTORESIST,0,PASSIVATION ETCH PAD OPENING,1,PASSIVATION ETCH PAD OPENING,1,PASSIVATION ETCH PAD OPENING,1,PASSIVATION ETCH PAD OPENING,1,PASSIVATION ETCH PAD OPENING,1,PASSIVATION ETCH PAD OPENING,1,PASSIVATION ETCH PAD OPENING|PASSIVATION ETCH|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,PASSIVATION ETCH PAD OPENING|PASSIVATION ETCH|DEVELOP PAD WINDOW|STRIP RESIST|DEVELOP PHOTORESIST,PASSIVATION ETCH PAD OPENING|PASSIVATION ETCH|DEVELOP PAD WINDOW|STRIP RESIST|STRIP PHOTORESIST,PASSIVATION ETCH PAD OPENING|METAL PATTERN INSPECTION|PATTERN INSPECTION LEVEL 1|P BODY WINDOW INSPECTION|STRIP RESIST,PASSIVATION ETCH PAD OPENING|STRIP RESIST|DEVELOP PAD WINDOW|DEVELOP PHOTORESIST|CLEAN PAD OPENING
val_0064_f60,ic,60,CLEAN AFTER VIA ETCH,DEVELOP PHOTORESIST,0,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,CLEAN AFTER VIA ETCH|DEPOSIT BARRIER METAL|MEASURE VIA CD|CLEAN AFTER POLY ETCH|CLEAN AFTER FIELD ETCH,CLEAN AFTER VIA ETCH|MEASURE VIA CD|CLEAN AFTER FIELD ETCH|STRIP RESIST|DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH|CLEAN AFTER ETCH|MEASURE VIA CD|CLEAN PAD OPENING|DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH|MEASURE VIA CD|CLEAN AFTER FIELD ETCH|DEPOSIT BARRIER METAL|STRIP RESIST
val_0064_f80,ic,80,DEVELOP PHOTORESIST,DEVELOP PHOTORESIST,1,DEVELOP PHOTORESIST,1,DEVELOP PHOTORESIST,1,DEVELOP PHOTORESIST,1,DEVELOP PHOTORESIST,1,DEVELOP PHOTORESIST,1,DEVELOP PHOTORESIST,1,DEVELOP PHOTORESIST|DEVELOP PAD WINDOW|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,DEVELOP PHOTORESIST|DEVELOP PAD WINDOW|OPEN PAD WINDOW LITHO|PAD WINDOW LITHO|POST EXPOSE BAKE,DEVELOP PHOTORESIST|DEVELOP PAD WINDOW|OPEN PAD WINDOW LITHO|PAD WINDOW LITHO|PASSIVATION ETCH,DEVELOP PHOTORESIST|DEVELOP PAD WINDOW|POST EXPOSE BAKE|RAPID THERMAL ANNEAL|BACKSIDE ANNEAL,DEVELOP PHOTORESIST|DEVELOP PAD WINDOW|POST EXPOSE BAKE|PAD WINDOW LITHO|PASSIVATION ETCH
val_0065_f60,mosfet,60,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,0,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,DEPOSIT BARRIER METAL|MEASURE VIA CD|IMPLANT SOURCE REGION|DEPOSIT METAL SEED|DEPOSIT PASSIVATION LAYER,DEPOSIT BARRIER METAL|MEASURE VIA CD|DEPOSIT METAL SEED|IMPLANT SOURCE REGION|DEPOSIT TUNGSTEN SEED,DEPOSIT BARRIER METAL|MEASURE VIA CD|DEPOSIT METAL SEED|SHIP LOT|FINAL CLEAN,DEPOSIT BARRIER METAL|MEASURE VIA CD|DEPOSIT METAL SEED|DEPOSIT TUNGSTEN SEED|STRIP RESIST
val_0065_f80,mosfet,80,PASSIVATION ETCH,DEVELOP PHOTORESIST,0,PASSIVATION ETCH PAD OPENING,0,PASSIVATION ETCH PAD OPENING,0,PASSIVATION ETCH PAD OPENING,0,PASSIVATION ETCH PAD OPENING,0,PASSIVATION ETCH PAD OPENING,0,PASSIVATION ETCH PAD OPENING,0,PASSIVATION ETCH PAD OPENING|PASSIVATION ETCH|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,PASSIVATION ETCH PAD OPENING|PASSIVATION ETCH|DEVELOP PAD WINDOW|STRIP RESIST|DEVELOP PHOTORESIST,PASSIVATION ETCH PAD OPENING|PASSIVATION ETCH|DEVELOP PAD WINDOW|STRIP RESIST|STRIP PHOTORESIST,PASSIVATION ETCH PAD OPENING|STRIP RESIST|DEVELOP PAD WINDOW|CLEAN PAD OPENING|PATTERN INSPECTION LEVEL 1,PASSIVATION ETCH PAD OPENING|STRIP RESIST|DEVELOP PAD WINDOW|DEVELOP PHOTORESIST|CLEAN PAD OPENING
val_0066_f60,igbt,60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,0,SPIN COAT PHOTORESIST,1,SPIN COAT PHOTORESIST,1,SPIN COAT PHOTORESIST,1,SPIN COAT PHOTORESIST,1,SPIN COAT PHOTORESIST,1,SPIN COAT PHOTORESIST,1,SPIN COAT PHOTORESIST|DEVELOP PHOTORESIST|SOFT BAKE|STRIP RESIST|STRIP PHOTORESIST,SPIN COAT PHOTORESIST|MEASURE POLY THICKNESS|MEASURE METAL THICKNESS|MEASURE PLANARITY|MEASURE FILM THICKNESS,SPIN COAT PHOTORESIST|MEASURE PLANARITY|MEASURE SURFACE PLANARITY|MEASURE POLY THICKNESS|SOFT BAKE,SPIN COAT PHOTORESIST|MEASURE POLY THICKNESS|MEASURE METAL THICKNESS|MEASURE DIELECTRIC THICKNESS|SOFT BAKE,SPIN COAT PHOTORESIST|MEASURE POLY THICKNESS|MEASURE METAL THICKNESS|MEASURE PLANARITY|SOFT BAKE
val_0066_f80,igbt,80,CURE PASSIVATION,DEVELOP PHOTORESIST,0,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION,1,CURE PASSIVATION|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS,CURE PASSIVATION|MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|DEPOSIT PASSIVATION LAYER|DEPOSIT PASSIVATION,CURE PASSIVATION|DEPOSIT PASSIVATION LAYER|MEASURE PASSIVATION QUALITY|DEPOSIT PASSIVATION|MEASURE PASSIVATION THICKNESS
val_0067_f60,igbt,60,MEASURE PLANARITY,DEVELOP PHOTORESIST,0,MEASURE SURFACE PLANARITY,0,MEASURE PLANARITY,1,MEASURE PLANARITY,1,MEASURE PLANARITY,1,MEASURE SURFACE PLANARITY,0,MEASURE SURFACE PLANARITY,0,MEASURE SURFACE PLANARITY|MEASURE PLANARITY|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,MEASURE PLANARITY|MEASURE SURFACE PLANARITY|SPIN COAT PHOTORESIST|CMP DIELECTRIC|CMP INTERLAYER DIELECTRIC,MEASURE PLANARITY|MEASURE SURFACE PLANARITY|SPIN COAT PHOTORESIST|CMP DIELECTRIC|CMP INTERLAYER DIELECTRIC,MEASURE SURFACE PLANARITY|CMP DIELECTRIC|EPITAXIAL DEPOSITION|CURE PASSIVATION|SPIN COAT PHOTORESIST,MEASURE SURFACE PLANARITY|CMP DIELECTRIC|SPIN COAT PHOTORESIST|MEASURE DIELECTRIC THICKNESS|SOFT BAKE
val_0067_f80,igbt,80,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,0,MEASURE PASSIVATION QUALITY,1,MEASURE PASSIVATION THICKNESS,0,MEASURE PASSIVATION QUALITY,1,MEASURE PASSIVATION QUALITY,1,MEASURE PASSIVATION QUALITY,1,MEASURE PASSIVATION QUALITY,1,MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,MEASURE PASSIVATION THICKNESS|MEASURE PASSIVATION QUALITY|OPEN PAD WINDOW|OPEN BOND PAD WINDOW|DEPOSIT PASSIVATION LAYER,MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|OPEN PAD WINDOW|OPEN BOND PAD WINDOW|CURE PASSIVATION,MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|CURE PASSIVATION|OPEN PAD WINDOW|IMPLANT DRAIN / CATHODE REGION,MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|CURE PASSIVATION|OPEN PAD WINDOW|DEPOSIT PASSIVATION
val_0068_f60,igbt,60,SOFT BAKE,DEVELOP PHOTORESIST,0,SOFT BAKE,1,SOFT BAKE,1,SOFT BAKE,1,SOFT BAKE,1,SOFT BAKE,1,SOFT BAKE,1,SOFT BAKE|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|STRIP RESIST|STRIP PHOTORESIST,SOFT BAKE|SPIN COAT PHOTORESIST|ALIGN MASK LEVEL 5|HF DIP|MEASURE PLANARITY,SOFT BAKE|ALIGN MASK LEVEL 5|SPIN COAT PHOTORESIST|MEASURE PLANARITY|MEASURE SURFACE PLANARITY,SOFT BAKE|ALIGN MASK LEVEL 5|SPIN COAT PHOTORESIST|BREAKDOWN VOLTAGE TEST|MEASURE VIA CD,SOFT BAKE|SPIN COAT PHOTORESIST|ALIGN MASK LEVEL 5|MEASURE PLANARITY|ALIGN MASK LEVEL 3
val_0068_f80,igbt,80,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,0,MEASURE PASSIVATION THICKNESS,0,MEASURE PASSIVATION QUALITY,1,MEASURE PASSIVATION THICKNESS,0,MEASURE PASSIVATION THICKNESS,0,MEASURE PASSIVATION THICKNESS,0,MEASURE PASSIVATION THICKNESS,0,MEASURE PASSIVATION THICKNESS|MEASURE PASSIVATION QUALITY|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,MEASURE PASSIVATION QUALITY|MEASURE PASSIVATION THICKNESS|OPEN PAD WINDOW|OPEN BOND PAD WINDOW|DEPOSIT PASSIVATION LAYER,MEASURE PASSIVATION THICKNESS|MEASURE PASSIVATION QUALITY|OPEN PAD WINDOW|OPEN BOND PAD WINDOW|CURE PASSIVATION,MEASURE PASSIVATION THICKNESS|MEASURE PASSIVATION QUALITY|OPEN PAD WINDOW|CURE PASSIVATION|IMPLANT DRAIN / CATHODE REGION,MEASURE PASSIVATION THICKNESS|MEASURE PASSIVATION QUALITY|OPEN PAD WINDOW|CURE PASSIVATION|DEPOSIT PASSIVATION
val_0069_f60,mosfet,60,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,0,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL,1,DEPOSIT BARRIER METAL|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,DEPOSIT BARRIER METAL|MEASURE VIA CD|IMPLANT SOURCE REGION|DEPOSIT METAL SEED|DEPOSIT PASSIVATION LAYER,DEPOSIT BARRIER METAL|MEASURE VIA CD|DEPOSIT METAL SEED|IMPLANT SOURCE REGION|IMPLANT WELL,DEPOSIT BARRIER METAL|MEASURE VIA CD|DEPOSIT METAL SEED|SHIP LOT|METAL ETCH,DEPOSIT BARRIER METAL|MEASURE VIA CD|DEPOSIT METAL SEED|DEPOSIT TUNGSTEN SEED|STRIP RESIST
val_0069_f80,mosfet,80,STRIP PHOTORESIST,DEVELOP PHOTORESIST,0,STRIP RESIST,0,STRIP PHOTORESIST,1,STRIP PHOTORESIST,1,STRIP PHOTORESIST,1,STRIP RESIST,0,STRIP RESIST,0,STRIP RESIST|STRIP PHOTORESIST|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,STRIP PHOTORESIST|STRIP RESIST|STRIP RESIST LEVEL 2|PASSIVATION ETCH|PASSIVATION ETCH PAD OPENING,STRIP PHOTORESIST|STRIP RESIST|STRIP RESIST LEVEL 2|PASSIVATION ETCH|PASSIVATION ETCH PAD OPENING,STRIP RESIST|CLEAN PAD OPENING|PASSIVATION ETCH|ETCH WET BACKSIDE|HARD BAKE,STRIP RESIST|CLEAN PAD OPENING|PASSIVATION ETCH|DEVELOP PAD WINDOW|DEVELOP PHOTORESIST
val_0070_f60,mosfet,60,DEPOSIT METAL SEED,DEVELOP PHOTORESIST,0,DEPOSIT METAL SEED,1,DEPOSIT METAL SEED,1,DEPOSIT METAL SEED,1,DEPOSIT METAL SEED,1,DEPOSIT METAL SEED,1,DEPOSIT METAL SEED,1,DEPOSIT METAL SEED|DEPOSIT TUNGSTEN SEED|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,DEPOSIT METAL SEED|DEPOSIT TUNGSTEN SEED|DEPOSIT BARRIER METAL|FILL VIA METAL|MEASURE VIA CD,DEPOSIT METAL SEED|DEPOSIT TUNGSTEN SEED|DEPOSIT BARRIER METAL|FILL VIA METAL|MEASURE VIA CD,DEPOSIT METAL SEED|DEPOSIT TUNGSTEN SEED|THRESHOLD VOLTAGE TEST|METAL ETCH|ALIGN MASK LEVEL 4,DEPOSIT METAL SEED|DEPOSIT TUNGSTEN SEED|FILL VIA METAL|DEPOSIT BARRIER METAL|MEASURE VIA CD
val_0070_f80,mosfet,80,CLEAN PAD OPENING,DEVELOP PHOTORESIST,0,CLEAN PAD OPENING,1,CLEAN PAD OPENING,1,CLEAN PAD OPENING,1,CLEAN PAD OPENING,1,CLEAN PAD OPENING,1,CLEAN PAD OPENING,1,CLEAN PAD OPENING|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,CLEAN PAD OPENING|STRIP RESIST|STRIP PHOTORESIST|MEASURE PAD OPENING|CLEAN AFTER METAL ETCH,CLEAN PAD OPENING|STRIP RESIST|STRIP PHOTORESIST|MEASURE PAD OPENING|STRIP RESIST LEVEL 2,CLEAN PAD OPENING|CLEAN AFTER VIA ETCH|CLEAN AFTER METAL ETCH|MEASURE PAD OPENING|CLEAN AFTER WINDOW ETCH,CLEAN PAD OPENING|STRIP RESIST|MEASURE PAD OPENING|CLEAN AFTER VIA ETCH|BACKSIDE CLEAN
val_0071_f60,mosfet,60,CLEAN AFTER VIA ETCH,DEVELOP PHOTORESIST,0,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH,1,CLEAN AFTER VIA ETCH|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE|STRIP RESIST,CLEAN AFTER VIA ETCH|DEPOSIT BARRIER METAL|STRIP RESIST|MEASURE VIA CD|STRIP PHOTORESIST,CLEAN AFTER VIA ETCH|MEASURE VIA CD|STRIP RESIST|STRIP PHOTORESIST|DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH|MEASURE VIA CD|CLEAN AFTER POLY ETCH|CLEAN PAD OPENING|CLEAN AFTER METAL ETCH,CLEAN AFTER VIA ETCH|MEASURE VIA CD|STRIP RESIST|DEPOSIT BARRIER METAL|CLEAN AFTER METAL ETCH
val_0071_f80,mosfet,80,PASSIVATION ETCH PAD OPENING,DEVELOP PHOTORESIST,0,PASSIVATION ETCH PAD OPENING,1,PASSIVATION ETCH PAD OPENING,1,PASSIVATION ETCH PAD OPENING,1,PASSIVATION ETCH PAD OPENING,1,PASSIVATION ETCH PAD OPENING,1,PASSIVATION ETCH PAD OPENING,1,PASSIVATION ETCH PAD OPENING|PASSIVATION ETCH|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,PASSIVATION ETCH PAD OPENING|PASSIVATION ETCH|DEVELOP PAD WINDOW|STRIP RESIST|DEVELOP PHOTORESIST,PASSIVATION ETCH PAD OPENING|PASSIVATION ETCH|DEVELOP PAD WINDOW|STRIP RESIST|STRIP PHOTORESIST,PASSIVATION ETCH PAD OPENING|DEVELOP PAD WINDOW|STRIP RESIST|METAL PATTERN INSPECTION|PATTERN INSPECTION LEVEL 1,PASSIVATION ETCH PAD OPENING|STRIP RESIST|DEVELOP PAD WINDOW|DEVELOP PHOTORESIST|CLEAN PAD OPENING
val_0072_f60,ic,60,DEPOSIT BARRIER METAL,DEVELOP PHOTORESIST,0,MEASURE VIA CD,0,MEASURE VIA CD,0,MEASURE VIA CD,0,MEASURE VIA CD,0,MEASURE VIA CD,0,MEASURE VIA CD,0,MEASURE VIA CD|DEPOSIT BARRIER METAL|DEVELOP PHOTORESIST|SPIN COAT PHOTORESIST|SOFT BAKE,MEASURE VIA CD|DEPOSIT BARRIER METAL|MEASURE SURFACE UNIFORMITY|IMPLANT SOURCE REGION|DEPOSIT TUNGSTEN SEED,MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT TUNGSTEN SEED|CLEAN AFTER VIA ETCH|IMPLANT SOURCE REGION,MEASURE VIA CD|DEPOSIT BARRIER METAL|CLEAN AFTER VIA ETCH|SOFT BAKE|MEASURE CD LEVEL 2,MEASURE VIA CD|DEPOSIT BARRIER METAL|CLEAN AFTER VIA ETCH|DEPOSIT TUNGSTEN SEED|IMPLANT SOURCE REGION
